tick,temps_s,x,y,z,vx,vy,vz,vitesse,vitesse_horizontale,vitesse_verticale,pression,masse,poids,portance,poussee,trainee,resultante_y,gaz_total,gaz_capacite,regime_max,stress_su,capacite_su,au_sol,surcharge,f_gravite_x,f_gravite_y,f_gravite_z,f_ballon_x,f_ballon_y,f_ballon_z,f_helice@11.10.10_x,f_helice@11.10.10_y,f_helice@11.10.10_z,f_helice@21.10.10_x,f_helice@21.10.10_y,f_helice@21.10.10_z,f_trainee_x,f_trainee_y,f_trainee_z
770,38.5,0.0443,228.1506,0.0068,-0.00183,-15.33289,-0.00019,15.33289,0.00184,-15.33289,0.51631,1856.75,20424.25,8769.56,0.0,9006.08,-2648.603,1032.54,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8769.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069,9006.082,0.111
775,38.75,0.0438,224.2659,0.0068,-0.00193,-15.67346,-0.0002,15.67346,0.00194,-15.67346,0.52436,1856.75,20424.25,8588.37,0.0,9311.45,-2524.432,995.75,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8588.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.142,9311.452,0.118
780,39.0,0.0433,220.2987,0.0067,-0.00204,-15.9973,-0.00021,15.9973,0.00205,-15.9973,0.53271,1856.75,20424.25,8408.69,0.0,9615.18,-2400.385,959.7,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8408.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216,9615.178,0.126
785,39.25,0.0428,216.2529,0.0067,-0.00214,-16.30446,-0.00022,16.30446,0.00215,-16.30446,0.54136,1856.75,20424.25,8230.05,0.0,9917.22,-2276.985,924.36,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8230.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292,9917.216,0.134
790,39.5,0.0422,212.1329,0.0066,-0.00224,-16.59508,-0.00023,16.59508,0.00225,-16.59508,0.55032,1856.75,20424.25,8051.97,0.0,10217.54,-2154.734,889.69,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8051.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.369,10217.543,0.142
795,39.75,0.0417,207.9427,0.0066,-0.00233,-16.86935,-0.00024,16.86935,0.00235,-16.86935,0.55958,1856.75,20424.25,7873.98,0.0,10516.16,-2034.112,855.67,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,7873.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448,10516.157,0.15
800,40.0,0.0411,203.6863,0.0065,-0.00243,-17.12753,-0.00025,17.12753,0.00245,-17.12753,0.56916,1856.75,20424.25,7695.6,0.0,10813.08,-1915.578,822.26,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,7695.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528,10813.076,0.158
805,40.25,0.0404,199.3677,0.0064,-0.00253,-17.36992,-0.00026,17.36992,0.00254,-17.36992,0.57904,1856.75,20424.25,7516.34,0.0,11108.34,-1799.568,789.44,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,7516.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609,11108.344,0.167
810,40.5,0.0398,194.9909,0.0064,-0.00262,-17.59691,-0.00027,17.59691,0.00264,-17.59691,0.58924,1856.75,20424.25,7335.72,0.0,11402.03,-1686.5,757.17,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,7335.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692,11402.027,0.175
815,40.75,0.0391,190.5596,0.0063,-0.00272,-17.80892,-0.00028,17.80892,0.00273,-17.80892,0.59975,1856.75,20424.25,7153.27,0.0,11694.22,-1576.768,725.43,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,7153.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.777,11694.215,0.184
820,41.0,0.0384,186.0774,0.0062,-0.00281,-18.00643,-0.00029,18.00643,0.00282,-18.00643,0.61058,1856.75,20424.25,6968.48,0.0,11985.03,-1470.744,694.18,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6968.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862,11985.029,0.193
825,41.25,0.0377,181.548,0.0062,-0.0029,-18.18997,-0.0003,18.18997,0.00292,-18.18997,0.62172,1856.75,20424.25,6780.86,0.0,12274.61,-1368.777,663.41,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6780.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949,12274.612,0.202
830,41.5,0.037,176.9747,0.0061,-0.00299,-18.36009,-0.00031,18.36009,0.003,-18.36009,0.63319,1856.75,20424.25,6589.92,0.0,12563.14,-1271.19,633.08,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6589.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037,12563.139,0.211
835,41.75,0.0362,172.3609,0.006,-0.00308,-18.51742,-0.00032,18.51742,0.00309,-18.51742,0.64498,1856.75,20424.25,6395.16,0.0,12850.82,-1178.278,603.15,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6395.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126,12850.816,0.22
840,42.0,0.0354,167.7095,0.0059,-0.00316,-18.6626,-0.00033,18.6626,0.00318,-18.6626,0.65709,1856.75,20424.25,6196.07,0.0,13137.88,-1090.305,573.62,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6196.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216,13137.877,0.23
845,42.25,0.0346,163.0236,0.0058,-0.00324,-18.79631,-0.00034,18.79631,0.00326,-18.79631,0.66953,1856.75,20424.25,5992.16,0.0,13424.59,-1007.5,544.45,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,5992.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.307,13424.589,0.239
